Category,Message
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
ham,Dude how do you like the buff wind.
spam,88066 from 88066 lost 3 pounds of help
ham,Well obviously not because all the people in my cool college life went home ;_;
ham,Yes! How is a pretty lady like you single?
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
spam,Check your babe video selection @ sms.shsex.netun fgkslpopw
ham,Jay says that you're a double-faggot
spam,"Nokia Tone 4 UR MOB every week! Just txt nok to 87021. Tone 1 for free! So, take TXTin right now and tell your friends. 150p/melody. 16 Reply HL 4Info"
spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
spam,To sell - Arsenal Dartboard. Good condition but no double or trebles!
spam,Free for the first week! No1 Nokia Tone 4 UR MOB per week only txn nokia to 8007 receives txting and tells your friends www.getzed.co.uk Pobox 36504 W45WQ NORM150P/Tone 16+
spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
spam,8007 for free for the first week! No1 Nokia Tone 4 UR MOB per week only txn nokia to 8007 receives txting and tells your friends www.getzed.co.uk Pobox 36504 W4 5WQ Norm 150p/tone 16+
spam,"Does your contract have 11 MNTHS? Latest Motorola, Nokia, etc. All free! Double Mins & Document on Orange Tariffs. Texting can call back, not to delete from the profile."
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
spam,Winning a year providing CDS 4 of your choice store worth £ 500 and importing TXT 100 weekly tables to 87066 TS & CS www.ldew.com.sub16+1win150ppmx3
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka?"
ham,Why you Dint come with us.
spam,"For the opportunity to win free bluetooth headphones, just reply to ""adp"""
spam,"You have a secret person who is looking for two people to contact you, they have revealed who thinks you are very special calling on 09058094599"
spam,The number of voda enday ended with 7634 chosen to receive £ 350.
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
spam,The puzzle of WKLY Q sun! Wake a top DVD DVD player if you know which country Algarve is? TXT ANSR to 82277. £ 1.50 sp: tyrone
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
ham,Where are you lover ? I need you ...
ham,This pay is  &lt;DECIMAL&gt;  lakhs:)
ham,I pocked you up there before
ham,"Haha awesome, be there in a minute"
spam,Hello 07734396839 Customer customers of IBH
spam,Some of you know are trying to contact you through our dating service! To find out who can be called from your mobile phone or fixed phone 09064015307 Box334SK38CH
spam,Hello 07734396839 Customer customers of IBH
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
ham,Have you bookedthe hut? And also your time off? How are you by the way?
spam,Urgent Ur £ 500 awards are guaranteed not yet required! Call 09066368327 now cloSingdate04/09/02 request for compensation M39M51 £ 1.50pmmoreFrommobile2bremove-MOBOBOBOBox734LS27YF
ham,Wa... U so efficient... Gee... Thanx...
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
ham,&lt;#&gt;  mins but i had to stop somewhere first.
spam,"Hello Ya Babe X U 4goten Bout Me? 'The fraudsters receive intelligence. Although this is a regular Vodafone, if you answer, you will receive more MSG/register the previous ratio. Other NOS are also used. Careful!"
spam,Camera - You are given a Sipix digital camera! Call 09061221066 from a fixed phone. Delivery within 28 days.
ham,Hi:)did you asked to waheeda fathima about leave?
ham,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt"
spam,Monthly password for wap. Mobsi.com is 391784. Using your WAP phone is not PC.
spam,"You won! Holiday 4* Costa del Sol or £ 5000 is waiting for the collection. Call 09050090044 right now toclaim. SAE, TC S, POBOBO334, Stockport, SK38XH, cost £ 1.50/way, max10ins"
spam,The puzzle of WKLY Q sun! Get a leading DVD DVD player if you know which country Liverpool has played in the middle of the week? TXT ANSR to 82277. £ 1.50 sp: tyrone
spam,To have the opportunity to win a cash £ 250 per WK TXT: Action to 80608.
ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?"
ham,K:)k:)what are detail you want to transfer?acc no enough?
ham,I'm still pretty weak today .. Bad day ?
spam,Dorothy@kawer.com (Granit Bank is strongly issued) for our members ***** to more than 300% ****** /
spam,From 88066 has lost £ 12 help
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
ham,K k pa Had your lunch aha.
spam,"Urgent! Call 09066612661 from a fixed phone. Additional 4* Tenerife Holiday or £ 10,000 Cash is waiting for the collection of Sae T & CS PO Box 3 WA14 2PX 150PPM 18+ senders"
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth Â£350! To Claim, Call London 02072069400. Bx 526, SW73SS"
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
ham,"Maybe westshore or hyde park village, the place near my house?"
spam,"Hello, this is Amy, we will send you a free phone number for a few days, this will give you access to all parties for adults ..."
spam,Phony £ 350 awards - The number of Voda today ends XXXX chosen to receive the £ 350 award.
spam,Thank you for continuing to support your question this week will go to our In2 u £ 100 cash. Name the new US President? TXT ANS to 80082
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
ham,"Its good, we'll find a way"
spam,"Welcome to Anh-Mobile-Date MSG for free calling for free to 08719839835. MGS In the future, the invoice is 150p per day. To cancel, send ""Go Stop"" to 89123"
spam,"For the opportunity to win free bluetooth headphones, just reply to ""adp"""
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
spam,PRIVATE! Your 2003 account report for 07808247860 shows 800 points S. I. M. is not exempted. Call 08719899229 Name code: 40411 Expired 06/11/04
ham,"Just looked it up and addie goes back Monday, sucks to be her"
spam,"Themob> Check our latest options on content, game, tone, rumor, babes and sport, keep your mobile device appropriate and wap text to 82468"
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
ham,Are u coming to the funeral home
spam,Do you want a new Nokia 3510i color phone to be distributed tomorrow? With 200 minutes free for any mobile phone + 100 free texts + replied the camera for free or call 8000930705
ham,Yes.he have good crickiting mind
spam,"Receive a free free mobile video movie. To collect text, visit 89105. It is free! Additional films can be ordered by T and C. 18 years only"
spam,"22 days to boot! For Euro2004, you will be updated with the latest news and results every day. To be deleted, send Get TXT to 83222"
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
ham,I've got it down to a tea. not sure which flavour
spam,Sports Fans - Get the latest Sports News Str* 2 UR Mobile 1 WK for free plus a free tyle TXT Sport over 8007 www.getzed.co.uk 0870141701216+ Normtxt/120p
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
spam,Reminder: You have not downloaded the content you have paid. Goto http: // doit. Mymoby. TV/ to collect your content.
spam,Some of you know are trying to contact you through our dating service! To find out who can be called from your mobile phone or fixed phone 09064015307 Box334SK38CH
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
spam,Free video camera phone with half lines for 12 months and 500 NTWK MINS 100 TXTS. Call mobileupd8 08001950382 or call2optout/674
ham,Gam gone after outstanding innings.
spam,Burger King - Want to play Footy at a leading stadium? Receive 2 Burger King before September 1 and grow or super with Coca-Cola and go out of a winner
spam,Answer with your name and address and you will receive a free week for free at the global locations www.phb1.com Ph: 08700435505150p
spam,"Receive 3 Lions England Tone, answer Lionm 4 Mono or Lionp 4 Poly. 4 Add Go 2 www.ringtones.co.uk, the best N original. Tons operating the 3GBP network applied."
ham,I'm reaching home in 5 min.
spam,"44 7732584351, Do you want a new Nokia 3510i color phone to be distributed? With 300 minutes free for any mobile + 100 free text + answer the camera for free or call 08000930705."
spam,"This is the second time we have tried to contact U. You have won the £ 400. 2 Award is easy, just call 087104711148 right now! Only 10 minutes per minute. BT-NATIONAL ratio"
spam,INTERFLORA - ÂIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
spam,From www.applausestore.com monthly
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
spam,83039 62735 = £ 450 UK break accommodation clause & application conditions. 2 requires you to provide your request is 15541
ham,I am late. I will be there at
spam,08714712388 in the range from 10 am to 7 pm
spam,The puzzle of WKLY Q sun! Wake a top DVD DVD player if you know which country Algarve is? TXT ANSR to 82277. £ 1.50 sp: tyrone
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,"(No promises on when though, haven't even gotten dinner yet)"
spam,"Hot Live Fantasies call now 08707509020 only needs 20 minutes per minute NTT Ltd, Po Box 1327 Croydon Cr9 5WB 0870..K"
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
ham,Can you say what happen
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!"
spam,Do you want a new Nokia 3510i color phone to be distributed tomorrow? With 200 minutes free for any mobile + 100 free text + answer the camera for free or call 08000930705
spam,Is your mobile 11 months or more? You have the right to update on the latest color mobile phones with free cameras! Call the free mobile update at 08002986030
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
spam,To participate in our mobile survey yesterday! Now you can have 500 documents 2 used the way you want. 2 Get TXT just send TXT to 8160 T&C www.txt43.com 1.50p
spam,Prepare your garden ready for the summer with a free choice of light bulbs and seeds free £ 33: 50 with ScotSman on Saturday. To stop GO2 notxt.co.uk
ham,Am okay. Will soon be over. All the best
ham,"Bill, as in: Are there any letters for me. iâm expecting one from orange that isnât a bill but may still say orange on it."
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
spam,Special Valentine's Day! Win over £ 1000 in our test and take your partners on a lifetime trip! Send to 83600 now. 150p/MSG RCVD. Custom: 08718720201.
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
